gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SKTGIJFO_CDS_0792	79317	79595	+	LN610576.1	-14.51886	12054	186.0	0.953	5.404000000000001e-57	12054	208.515656	2.016636169786255e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	12054	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0793	79703	79608	-	LN610576.1	-3.017162	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0794	80142	79729	-	LN610576.1	-70.25742	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0795	80068	80610	+	LN610576.1	-786.66	11104	350.0	0.937	5.392e-112	11104	371.387482	1.2770043492313076e-111	No_custom_HMM	No_custom_HMM	No_custom_HMM	11104	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0796	80687	81202	+	LN610576.1	-154.3193	4273	123.0	0.435	2.0000000000000003e-34	4273	207.764053	1.5204309952588675e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	4273	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0797	81219	81443	+	LN610576.1	-5.823929	1585	51.0	0.594	2.85e-10	1585	42.461514	9.936899172534402e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	1585	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0798	81468	81638	+	LN610576.1	-3.532263	6876	101.0	0.848	5.601e-28	6876	131.067093	2.7624379726307185e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	6876	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0799	81690	81827	+	LN610576.1	-1.874961	13569	88.0	0.926	1.242e-23	13569	87.507912	6.85268318764613e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	13569	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0800	81824	81934	+	LN610576.1	-2.056082	9686	70.0	0.995	4.033e-17	9686	82.800468	2.19470619804442e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	9686	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0801	82030	82248	+	LN610576.1	-31.92312	11866	145.0	0.946	3.909e-43	11866	160.256622	2.1625194608739712e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	11866	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0802	82238	82456	+	LN610576.1	-10.72525	4686	131.0	0.86	5.302e-38	4686	98.186165	3.575823129857032e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	4686	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0803	82471	82620	+	LN610576.1	-0.4521561	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0804	82659	82790	+	LN610576.1	-3.261201	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0805	82883	83017	+	LN610576.1	-0.2061181	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0806	83020	83307	+	LN610576.1	-6.527317	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0807	83354	83596	+	LN610576.1	-3.359423	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0808	384	292	-	LN610577.1	-0.07799111	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0809	508	2082	+	LN610577.1	-1347938.0	62	202.0	0.273	1.321e-56	62	377.592316	2.662658087116855e-112	No_custom_HMM	No_custom_HMM	No_custom_HMM	62	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0810	2075	2437	+	LN610577.1	-70.3437	5888	173.0	0.723	9.709e-52	5888	173.826553	2.046691328136157e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	5888	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0811	2526	3077	+	LN610577.1	-82.42148	2378	114.0	0.368	1.199e-30	2378	231.753128	1.0688616927473564e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	2378	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0812	3185	4024	+	LN610577.1	-5384.226	2402	231.0	0.457	6.443000000000001e-69	2402	328.928436	6.045596664349182e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	2402	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0813	4100	5287	+	LN610577.1	-22542.47	325	259.0	0.383	1.2500000000000001e-76	325	364.673126	2.5382976275598833e-108	No_custom_HMM	No_custom_HMM	No_custom_HMM	325	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	Dda-like helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0814	5351	6412	+	LN610577.1	-71909.67	30939	206.0	0.387	1.431e-54	86	243.955383	6.017565123953052e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	30939	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0815	6393	8099	+	LN610577.1	-1839703.0	84	489.0	0.479	4.54e-153	30939	462.575378	4.877118386681017e-138	No_custom_HMM	No_custom_HMM	No_custom_HMM	84	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	ribonucleoside-diphosphate reductase large subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0816	8189	8329	+	LN610577.1	-4.00486	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0817	8349	8843	+	LN610577.1	-408.7307	7790	154.0	0.455	3.297e-43	7790	236.486374	8.726316784308008e-70	No_custom_HMM	No_custom_HMM	No_custom_HMM	7790	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0818	8896	9777	+	LN610577.1	-2710.016	6364	356.0	0.624	6.55e-112	6364	442.479919	1.1645644141845282e-132	No_custom_HMM	No_custom_HMM	No_custom_HMM	6364	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0819	9770	10630	+	LN610577.1	-823.43	16743	482.0	0.825	8.574000000000001e-156	16743	570.279297	1.7195703043259796e-171	No_custom_HMM	No_custom_HMM	No_custom_HMM	16743	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0820	10627	11052	+	LN610577.1	-174.8984	1249	94.0	0.389	8.49e-24	1249	95.532074	5.990434525930199e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	1249	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	acetyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0821	11056	11625	+	LN610577.1	-579.325	800	191.0	0.529	1.459e-56	800	111.995598	5.599150462382685e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	800	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0822	11625	12512	+	LN610577.1	-10823.32	2396	241.0	0.452	4.592e-72	2396	277.373077	4.32473427143596e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	2396	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0823	12516	13562	+	LN610577.1	-7461.586	5131	415.0	0.577	1.38e-130	5131	551.018738	2.5054758749960365e-165	No_custom_HMM	No_custom_HMM	No_custom_HMM	5131	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	thymidylate synthase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0824	13573	14163	+	LN610577.1	-195.6124	6047	181.0	0.555	1.0829999999999998e-53	6047	251.481049	1.1196826274984662e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	6047	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0825	14165	14605	+	LN610577.1	-112.8949	5839	206.0	0.696	1.115e-62	5839	183.346252	3.240760560126908e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	5839	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0826	14662	15216	+	LN610577.1	-90.92297	22852	320.0	0.837	1.771e-101	22852	386.541107	3.142991525116702e-116	No_custom_HMM	No_custom_HMM	No_custom_HMM	22852	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0827	15216	17156	+	LN610577.1	-6942136.0	15971	76.0	0.203	2.694e-15	17	388.978149	1.2120387249004333e-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	15971	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase I	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0828	17153	17689	+	LN610577.1	-76.02173	174	111.0	0.464	4.709e-29	174	182.940948	2.72270691538135e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	174	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	dCMP deaminase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0829	17682	18107	+	LN610577.1	-100.5925	2165	106.0	0.411	5.966e-28	2165	156.967087	5.1625236969093395e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	2165	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0830	18065	18406	+	LN610577.1	-25.25963	No_PHROG	No_PHROG	No_PHROG	No_PHROG	8	44.911457	2.04306512636461e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	8	ab initio prediction:PHANOTATE:1.6.7	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0831	18393	20768	+	LN610577.1	-8138869000.0	1829	279.0	0.261	9.878e-79	1829	476.313416	3.1565712886835395e-142	No_custom_HMM	No_custom_HMM	No_custom_HMM	1829	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0832	20768	20974	+	LN610577.1	-7.63128	27372	139.0	0.956	5.069e-41	27372	165.049057	5.8050913973220196e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	27372	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0833	21064	21513	+	LN610577.1	-36.2657	26943	282.0	0.9	5.337e-89	26943	316.319305	5.345467415143008e-95	No_custom_HMM	No_custom_HMM	No_custom_HMM	26943	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0834	21563	22246	+	LN610577.1	-118.6898	671	68.0	0.265	4.868e-14	671	120.714119	1.3453896749132542e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	671	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	nucleotide pyrophosphohydrolase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0835	22239	22619	+	LN610577.1	-44.54043	7569	183.0	0.711	2.8249999999999996e-54	7569	186.818665	4.8050526851198045e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	7569	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0836	22675	23022	+	LN610577.1	-10.86714	22559	220.0	0.908	5.3379999999999995e-68	22559	250.297089	6.777354329243888e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	22559	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0837	23015	23590	+	LN610577.1	-57.6534	8514	222.0	0.544	7.601999999999999e-67	8514	247.767075	1.7706687322590606e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	8514	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0838	23625	23870	+	LN610577.1	-10.2158	22281	169.0	0.975	4.761e-51	22281	187.456055	5.805071930126208e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	22281	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0839	23886	23978	+	LN610577.1	-0.1414981	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0840	23971	24264	+	LN610577.1	-24.04558	3633	137.0	0.676	1.185e-39	3633	113.730614	1.8964512071161442e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	3633	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0841	24315	24932	+	LN610577.1	-593.3723	27869	400.0	0.94	5.129e-129	27869	456.684479	1.8210128183540641e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	27869	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0842	25020	25925	+	LN610577.1	-2224.704	114	113.0	0.267	1.706e-27	114	202.566574	2.2771045897971265e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	114	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	ATP-dependent DNA ligase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0843	26003	26221	+	LN610577.1	-14.15198	8293	87.0	0.675	4.77e-23	8293	112.473091	1.7311370731461152e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	8293	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0844	26249	27340	+	LN610577.1	-5581.371	6077	327.0	0.478	1.865e-100	6077	448.832214	2.837963848485581e-134	No_custom_HMM	No_custom_HMM	No_custom_HMM	6077	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0845	27340	27702	+	LN610577.1	-17.72951	31477	269.0	1.0	6.047e-85	31477	275.903839	6.722981454861937e-83	No_custom_HMM	No_custom_HMM	No_custom_HMM	31477	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0846	27695	28246	+	LN610577.1	-59.01468	10855	309.0	0.823	1.007e-97	10855	323.191681	1.1884041795555594e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	10855	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	hydrolase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0847	28243	28500	+	LN610577.1	-8.429251	3958	139.0	0.788	8.607e-41	3958	115.553604	1.285764062097107e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	3958	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0848	28488	28712	+	LN610577.1	-8.445804	33726	174.0	1.0	3.993e-53	33726	178.990341	3.025946783422109e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	33726	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
